Sent	NegAdj	Noun	Adj	Fq	AdjFq
NEG	A	Slovensko	protestní	148	22.3011236315441
POS	N	Němec	šťastný	265	46.9700376921528
POS	A	Němec	zábavný	77	11.1942879810878
POS	A	Angličan	prestižní	96	13.325895001993
NEG	A	Bělorusko	silný	332	60.0155799067066
POS	A	Polsko	tradiční	1588	221.414572081409
NEG	A	Rusko	předpokládaný	168	29.2128638349558
NEG	A	Německo	propagandistický	98	15.061378085516
NEG	A	Rom	brutální	290	66.4063978851493
POS	A	Rusko	věnovaný	274	64.4475369371606
NEG	A	Polák	zlý	101	15.9334324219326
NEG	A	Rom	nenávistný	95	18.6892304954376
NEG	A	Ital	smutný	77	17.5304158262904
POS	A	Polák	otevřený	283	40.656481950738
NEG	A	Francouz	poražený	119	42.0237203518368
NEG	A	Francouz	kritický	85	16.5239921414881
POS	A	Rusko	motivovaný	132	21.6787856815533
POS	A	Brit	luxusní	91	13.5317178213243
POS	A	Maďar	předchozí	81	10.4482673349913
NEG	A	Holanďan	poslední	407	67.3909802156494
NEG	A	Německo	smutný	358	45.0776294665609
POS	A	Nizozemsko	možný	499	71.1629889944089
POS	A	Rus	mírový	245	35.800428089941
NEG	A	Američan	jednostranný	128	22.9913386967656
NEG	A	Američan	údajný	427	74.2739345576287
POS	A	Němec	zajímavý	1206	164.2847414548
NEG	A	Německo	krajní	270	37.1102875055663
POS	A	Čech	pohodlný	244	52.7927896469828
NEG	A	Německo	šokující	129	25.3368682503694
NEG	A	Češka	obžalovaný	33	10.6451088799924
NEG	A	Itálie	unavený	95	13.4303148540108
POS	A	Američan	dobrodružný	55	10.3502862571903
NEG	A	Polsko	krajní	77	11.1156644151598
NEG	A	Ukrajina	hrozný	49	10.4589901457855
NEG	A	Američan	zabitý	205	117.061998756766
POS	N	Slovensko	jistý	121	18.6334955656538
POS	A	Rus	pěkný	100	16.4914279198122
NEG	A	Francouz	údajný	73	12.2036827721879
NEG	A	Vietnamec	brutální	85	20.064570856797
NEG	A	Francie	obviněný	100	14.3250542520692
POS	A	Němec	mírový	247	31.8386206005674
NEG	A	Německo	nepřátelský	344	75.1879876829524
POS	A	Američan	příjemný	171	29.8064570681448
POS	A	Němka	rád	169	42.6891384088301
NEG	A	Německo	přísný	1037	198.697743360313
POS	A	Rumun	základní	110	14.2375103489493
NEG	A	Američan	teroristický	1705	235.050511582335
POS	A	Slovák	jistý	517	105.995268947075
POS	A	Čína	mohutný	250	51.3253637481748
POS	A	Rusko	napínavý	84	15.5726167624223
POS	A	Nizozemsko	rád	349	46.0393805630924
POS	A	Bulharsko	předchozí	149	20.6277955646987
POS	A	Rom	skutečný	364	71.851685403536
POS	A	Rom	jistý	406	58.4559989879782
POS	A	Francie	půvabný	129	21.5974808900223
POS	A	Polák	ochranný	88	13.8576148233933
POS	A	Ukrajina	tradiční	386	54.8503417842584
NEG	A	Polák	zraněný	559	229.336788717961
POS	A	Nizozemsko	jasný	276	48.1240370390176
POS	A	Německo	morální	374	56.6806442454259
POS	A	Polsko	klidný	156	26.9135262103633
NEG	A	Slovensko	krajní	126	18.2333529916859
NEG	A	Rakousko	zvláštní	785	121.277934776904
POS	A	Rakousko	kvalifikovaný	153	25.6247866069353
POS/NEG	A	Itálie	obrovský	987	198.834899181882
NEG	A	Francie	vinný	249	42.3333831695015
NEG	A	Čech	pochybný	75	10.9056981323602
POS	A	Francouz	slušný	103	18.5772764238011
POS	A	Čech	famózní	164	47.2355242880797
POS	A	Německo	odvážný	203	28.24422693655
POS	A	Německo	zvědavý	140	19.8186697733346
NEG	A	Itálie	závislý	110	21.6541162449917
NEG	A	Maďar	nízký	177	27.0622323898311
POS	N	Čína	úspěšný	95	14.5594086208198
POS	A	Bělorusko	jednoduchý	68	12.4994157486375
POS	A	Češka	štíhlý	40	11.000114232826
POS	A	Němec	předběžný	146	16.2873242306201
NEG	N	Rusko	závislý	1798	335.595022124409
POS	A	Italka	krásný	156	98.9263714651829
POS	A	Německo	vážený	138	26.0448098999032
NEG	A	Rus	obviněný	88	48.549172260488
POS	A	Rus	cenný	222	33.7855795837724
POS	A	Polsko	nádherný	193	28.0120272246296
POS	A	Francouz	šarmantní	75	55.1376984126984
POS	A	Bělorusko	rozsáhlý	84	14.3015238334936
NEG	A	Rakousko	slabý	392	92.5196522239273
POS	A	Rus	citlivý	105	23.7359377231451
NEG	A	Rusko	obyčejný	305	54.4949851754283
NEG	A	Rus	klíčový	402	66.5714217365101
NEG	A	Čech	nevyzpytatelný	132	22.3619045342576
POS	A	Číňan	cenný	65	10.8017625265251
NEG	A	Ukrajinec	údajný	61	10.66937416819
POS	A	Slovensko	vítězný	839	156.667706734753
NEG	A	Francouz	zoufalý	37	12.7443025769825
POS	A	Nizozemec	vítězný	259	105.703511713879
NEG	A	Čína	protestní	110	18.4193689494498
NEG	A	Itálie	obtížný	204	26.8027059376623
POS	A	Čech	připomínající	145	28.9871634356796
POS	A	Rakousko	ideální	333	56.4436616480114
POS	A	Slovensko	jednotný	460	75.6376876442298
NEG	A	Brit	poražený	56	17.8921232852115
POS	A	Maďarsko	předběžný	121	19.0072626679527
NEG	A	Mongolsko	divoký	155	27.3984254115519
NEG	A	Slovensko	katastrofální	125	32.1829782706637
POS	A	Ukrajina	pevný	106	20.6982250687498
NEG	A	Rakušan	zklamaný	48	20.9312979074589
POS	A	Čína	jednoduchý	377	69.899875140103
NEG	A	Čech	zkažený	56	12.3302199966484
POS	A	Francouz	schopný	306	66.808007937011
POS	N	Němec	příjemný	441	101.328235009658
POS	A	Nizozemsko	schopný	126	17.5246530745925
POS	A	Ukrajina	bohatý	410	96.4722033294543
POS	A	Slovenka	jistý	49	10.5327142868385
POS	N	Rus	příznivý	60	11.6761426631269
POS	A	Angličan	ochotný	69	19.4299852341473
POS	A	Čech	zřejmý	390	67.4169733515115
POS	A	Rakušanka	dobrý	308	66.3606077029985
POS	A	Američanka	úspěšný	279	71.4424996076514
NEG	A	Slovensko	divoký	435	72.9194951824546
POS	A	Bulharsko	ochotný	56	10.0081833844268
POS	A	Německo	umírněný	105	16.6064806128112
POS	A	Francouzka	jistý	65	16.5460051267932
NEG	A	Rakousko	složitý	311	46.1456487383401
NEG	A	Němec	divný	107	16.4996502123274
POS	A	Ital	mocný	43	14.0053188664799
POS	A	Číňan	vítězný	42	18.1539953043627
POS	A	Američan	super	211	39.3169678057818
NEG	A	Rom	vyhlazovací	117	20.7486447907818
NEG	A	Němka	tvrdý	61	11.9734376135224
POS	A	Nizozemec	rozhodující	119	18.7080338431979
POS	A	Rus	aktivní	211	49.1765546279425
POS	A	Rus	základní	574	84.9402074860264
NEG	A	Rus	závislý	91	19.2495506648422
POS	A	Itálie	prestižní	769	116.10976101201
POS	A	Rumunsko	ideální	63	10.529868845069
POS	A	Slovensko	morální	136	19.1179703660422
POS	A	Němec	přátelský	495	82.7120223125334
POS	A	Ukrajinka	rád	39	10.4205707798215
POS	A	Rusko	možný	4697	852.188697094216
NEG	A	Bulhar	těžký	131	19.7246832768543
POS	A	Čech	charitativní	121	19.6161874184153
POS	N	Rusko	šťastný	227	48.9895118226678
POS	A	Němec	užitečný	132	21.9657130304765
NEG	A	Francie	vystavený	106	11.0767886708242
POS	A	Rusko	svatý	381	63.6203484050818
NEG	A	Němec	rozdělený	86	13.5613162085206
POS	A	Francouzka	zajímavý	62	11.4969907614409
POS	A	Češka	krásný	948	575.991242604113
POS	A	Nizozemsko	mimořádný	81	12.8392389329083
POS	A	Brit	slavný	621	218.711176270798
NEG	A	Německo	podezřelý	1088	188.090265136635
POS	A	Holanďan	bohatý	46	16.5186829497202
POS	A	Francie	hezký	234	41.0373833243192
NEG	A	Rusko	napjatý	505	111.180749033045
POS	A	Kazach	dobrý	188	48.4846934128943
POS	A	Itálie	lidský	375	41.5516223979239
POS	A	Nizozemsko	prestižní	196	32.5605887758354
POS/NEG	A	Maďarka	velký	254	43.9258445999979
NEG	A	Američan	slabý	469	87.5190137646102
POS	A	Francouzka	skutečný	34	12.3917163617081
POS	A	Rusko	zřejmý	562	86.1421369160207
POS	A	Polák	bezpečnostní	171	24.5481553875559
POS	A	Slovensko	fantastický	107	17.2973324506418
POS	A	Brit	svatý	70	11.5693934143478
POS	A	Čína	předchozí	571	78.2929523751164
NEG	A	Francouz	útočný	125	23.9113350895106
NEG	N	Rumunsko	závislý	94	12.7012978238714
POS	A	Němec	slavný	1280	318.920476447659
NEG	A	Ukrajinka	silný	57	12.9216416753181
POS	A	Rus	přesný	181	34.1224233880107
POS	A	Čech	příznivý	396	79.7963961690787
POS	A	Maďar	zkušený	107	44.4546384208273
POS	A	Francouz	mírový	90	14.6391964204813
POS	A	Rom	výjimečný	87	12.8615601302693
POS	A	Francie	morální	122	19.8177070710415
POS	A	Francouz	příjemný	147	23.9785047009371
POS/NEG	A	Kazachstán	důležitý	152	23.855724525415
POS	A	Čech	bezchybný	132	36.108861565764
NEG	A	Bulharka	poslední	89	13.7536988178414
NEG	A	Čína	nervózní	49	12.8392053023703
NEG	A	Čína	drtivý	209	31.0460307144661
POS	A	Rumunsko	základní	510	67.6493555762379
POS	A	Rusko	dohodnutý	192	33.4267139522017
POS	A	Itálie	rozsáhlý	504	91.9322718401088
POS	A	Čech	reálný	633	117.7533651219
NEG	A	Francouz	přísný	75	12.1038859913726
NEG	A	Slovák	fašistický	73	10.1369996127977
POS	A	Slovák	reálný	102	17.5174099584451
POS	A	Češka	snadný	62	14.6697615353343
POS/NEG	A	Čech	obrovský	1812	354.470178275587
NEG	A	Němec	složitý	470	69.5333950998095
POS	A	Rusko	věrný	290	50.3896977338418
POS	A	Francie	vážený	66	10.6568117911961
POS	A	Rusko	spolehlivý	418	85.5298716426639
POS	A	Čína	chytrý	144	24.4877663650223
POS	A	Francouzka	půvabný	86	65.9472582972583
NEG	A	Polsko	obtížný	247	37.1884513250284
POS	A	Rumun	bohatý	86	44.6588086873825
NEG	A	Maďarsko	extrémní	89	13.3136194891262
NEG	A	Rusko	ničivý	178	29.7059378620918
POS	A	Američan	boží	106	14.4159100606443
POS	A	Američan	schopný	1178	249.688277962508
POS/NEG	A	Italka	velký	472	81.1546656930786
NEG	A	Nizozemec	zraněný	97	22.5429327547469
POS	A	Ukrajina	charitativní	68	13.0493147819306
POS	A	Ital	pevný	62	11.9221563987567
POS	A	Francie	předchozí	954	137.377868798627
POS	A	Rakousko	mistrovský	381	48.3581581536049
NEG	A	Nizozemec	špatný	174	30.1870958242983
NEG	A	Rus	brutální	74	13.5281437701685
NEG	A	Vietnam	válečný	648	138.459504333413
NEG	A	Rakousko	válečný	494	69.6965018511012
POS	A	Angličan	přátelský	83	17.9276538492318
POS	A	Ukrajina	slavnostní	145	16.555361039756
NEG	N	Bulharsko	závislý	64	12.4988481129217
NEG	A	Čína	zvláštní	856	161.063584485904
NEG	A	Francie	špinavý	159	23.4468381091797
POS	A	Bulharka	vítězný	39	26.0741193447076
POS/NEG	A	Bulhar	velký	669	118.260277172391
NEG	A	Brit	dramatický	98	13.8154566100269
NEG	A	Američan	šokovaný	45	27.7384124933038
POS	A	Ital	základní	455	71.4376779021843
POS	A	Maďarsko	bohatý	344	54.3299196200514
NEG	A	Němec	katastrofální	75	13.3985632778557
NEG	A	Čech	pasivní	203	51.2495014742209
NEG	A	Slovensko	poškozený	126	20.4401614965178
NEG	A	Francouz	špatný	617	110.911339718812
NEG	N	Francie	závislý	457	64.379418130573
POS	A	Ukrajinec	schopný	88	21.7364073546499
POS	A	Číňan	rád	486	169.259741647957
NEG	A	Rus	odlišný	114	19.5712338178714
POS	A	Polák	základní	795	110.026997282418
NEG	A	Čína	pouhý	511	86.323418544559
NEG	A	Maďarsko	zvláštní	411	69.3045481808135
NEG	A	Vietnamec	podezřelý	277	112.278000515928
NEG	A	Rumunka	silný	58	22.1924392157805
POS	A	Němec	rozumný	211	39.0185124567847
POS/NEG	A	Mongol	velký	242	53.1696762995436
NEG	A	Ital	útočný	100	20.3791364330941
POS	A	Německo	důstojný	143	20.9045163303697
NEG	A	Francie	dominantní	163	33.6398011529186
NEG	A	Rusko	těžký	2383	418.554274433451
POS	N	Čech	vděčný	45	15.5972614803497
NEG	A	Polsko	trapný	107	44.5100378904575
NEG	A	Němec	ostudný	78	15.8546660022267
NEG	A	Mongolsko	původní	88	16.8912331444083
POS	A	Francie	svatý	577	79.9516836885998
NEG	A	Rom	závislý	225	68.4905883068725
POS	A	Rumunsko	výhodný	92	14.7940120723167
NEG	A	Ukrajinec	obyčejný	74	50.79248001871
POS	A	Německo	příznivý	632	103.099908178609
NEG	A	Němec	šokovaný	38	21.3451621907504
NEG	A	Rus	hrozný	78	15.8161477047826
NEG	A	Maďarsko	silný	1371	256.723389639115
NEG	A	Brit	extravagantní	26	13.4043049341962
POS	A	Slovensko	vzdělávací	216	23.2313141132479
POS	A	Nizozemsko	lidský	132	16.0118815970639
POS/NEG	A	Američan	strašný	101	14.2636036915556
POS	A	Němec	duchovní	207	29.3374879089149
POS	A	Ukrajina	vítězný	253	57.6854575009222
POS	A	Francie	jednotný	551	76.2652562533062
POS	A	Rusko	duchovní	283	52.5939162011035
POS	A	Francie	nadšený	249	38.7988230730384
NEG	A	Čech	dominantní	93	20.6761094279402
POS	A	Američanka	bohatý	232	108.047360667064
NEG	A	Slovák	unavený	43	15.3841850864015
NEG	A	Vietnamec	nakažený	13	10.6742424242424
POS	A	Rom	luxusní	48	10.8295056898491
POS/NEG	A	Polák	drahý	219	35.6116567983881
POS	A	Čína	vítaný	55	11.7758036682959
POS	A	Itálie	obranný	99	14.1901087487134
POS	A	Rakousko	kladný	59	11.6267886860078
POS	N	Američan	jasný	71	10.8898575672981
POS	A	Francie	prestižní	1130	182.550412871497
NEG	A	Francouz	slabý	262	48.5281279901646
NEG	A	Rusko	unavený	119	26.3280867387627
NEG	A	Čech	nesmyslný	184	24.5174668407583
NEG	A	Ruska	tajný	54	14.8238138119742
POS	A	Rusko	vítězný	1010	258.228002366286
POS	A	Ukrajina	jednotný	404	174.574192352201
POS	A	Slovák	citlivý	80	18.4416699588681
NEG	A	Rakousko	poražený	175	53.9586771842997
NEG	N	Čína	poslední	99	12.485307720293
NEG	A	Italka	poslední	380	65.5230825022318
NEG	A	Rusko	hořký	75	11.9067507094139
NEG	A	Nizozemsko	odlišný	60	11.6213608374319
POS	A	Bulharka	dobrý	163	24.4678686782013
POS	A	Rumunsko	skutečný	109	13.0135240522796
NEG	A	Ukrajina	závislý	204	50.3072155875393
NEG	N	Rusko	poražený	119	54.1528370152902
NEG	A	Maďarsko	poražený	97	18.3354569556882
POS/NEG	A	Moldavsko	důležitý	59	11.7409222341649
POS	A	Slovensko	prestižní	1051	163.174857048406
POS	A	Rusko	hluboký	656	118.676044718164
NEG	A	Rusko	trpící	62	15.7506028621129
NEG	A	Čech	domnělý	66	10.3910956888902
POS	N	Čech	jasný	101	19.2998801042255
NEG	N	Rom	závislý	173	18.4367871960796
POS	A	Rus	šťastný	187	38.940276182675
POS	A	Itálie	ochranný	127	16.6805482339561
NEG	A	Čech	zmatený	58	13.0079450071591
NEG	A	Rom	zvláštní	1093	183.820278098399
POS	A	Nizozemsko	skvělý	244	47.1811136182789
POS	A	Rom	hluboký	103	14.799177345709
POS	A	Německo	mírumilovný	79	18.6547079116214
POS	A	Rus	reálný	173	32.2887882477702
POS	A	Polák	nadějný	106	28.0880640788227
NEG	A	Maďarsko	pouhý	290	45.9438185085059
POS	A	Rusko	slavnostní	334	33.7440096194571
POS	A	Nizozemsko	sociální	358	44.4837534238999
POS	A	Rakousko	senzační	56	11.9718382676019
POS	A	Slovák	příznivý	70	13.7222751541158
POS	A	Rakousko	civilizovaný	58	10.7414361750585
POS	A	Maďar	slavný	142	39.404924056676
POS	A	Francouz	opravdový	90	22.5334103694957
POS	N	Slovák	rád	44	11.7745674190151
NEG	A	Američan	poražený	235	62.7280623843291
POS	A	Američan	optimistický	124	31.7957015205171
POS	A	Itálie	zřejmý	106	13.2140374964908
POS	A	Francie	slavnostní	389	41.6565461423279
POS	A	Čína	jistý	948	148.69572046594
NEG	A	Německo	špinavý	169	24.488479344743
NEG	A	Čech	jedovatý	96	15.7716261167278
POS	A	Francouz	snadný	133	24.2834794871666
NEG	A	Polák	nemocný	94	30.5685340713045
NEG	A	Slovensko	temný	102	15.9295246319817
NEG	A	Vietnam	složitý	57	10.2855632291393
POS	A	Rumunsko	hluboký	94	18.7284731589833
POS	A	Američan	morální	212	36.3946775866644
NEG	A	Rusko	křehký	124	18.4518188490601
POS	A	Francie	šťastný	365	65.1766214111135
POS	N	Čech	tradiční	307	62.8427774563388
POS/NEG	A	Ukrajina	velký	7074	1250.20289854937
NEG	A	Polsko	údajný	233	36.5520523691462
POS	A	Rakousko	jistý	872	129.438793692379
NEG	A	Polsko	padělaný	58	10.6789688016662
POS	A	Nizozemsko	zajímavý	225	32.4059339681046
POS	N	Rusko	jistý	310	65.8180761786205
NEG	A	Německo	rozpačitý	48	11.2384188853229
POS	A	Slovensko	sladký	92	10.6181077385175
POS	A	Polsko	věnovaný	200	44.9065364128233
POS	A	Německo	famózní	66	10.4205533422786
POS	A	Bulharsko	možný	349	50.4954337722443
NEG	A	Němec	zmatený	46	16.5853277016641
NEG	A	Ukrajinec	postižený	31	10.4938930421667
POS	A	Slovensko	předchozí	1090	144.471981796961
POS	A	Rusko	dosažený	102	15.3786760706389
NEG	A	Rusko	jednostranný	345	62.1673991893132
POS	A	Ital	šťastný	158	32.2462828417092
NEG	A	Němec	zoufalý	147	48.8715438848188
POS	A	Francie	vděčný	75	18.6074210516472
POS	A	Bulhar	tradiční	48	10.8160842373715
POS	A	Německo	chytrý	198	29.1975575296258
POS	A	Čech	výhodný	824	155.828811766962
NEG	A	Slovák	přísný	100	22.4731613076619
POS	A	Číňan	rozsáhlý	75	14.0522028087077
POS	A	Češka	zajímavý	158	28.3722385769298
POS	A	Polsko	výhodný	630	123.870558749072
NEG	A	Slovensko	poslední	9186	1513.29413656611
NEG	A	Itálie	temný	54	12.7282890762542
NEG	A	Francie	brutální	124	20.5852842070861
NEG	A	Němec	chybný	96	14.9272033670067
NEG	A	Maďarsko	údajný	110	16.8490868483363
NEG	A	Rakousko	oslabený	41	13.1820642505672
POS	A	Itálie	božský	88	12.1799504014512
NEG	A	Rusko	frustrovaný	31	11.238370787709
POS	A	Holanďan	skvělý	66	15.3314952500392
POS	A	Francie	úspěšný	1923	329.494538357949
NEG	A	Bulharsko	nízký	565	95.8683299796205
NEG	A	Američan	falešný	239	50.3109565265637
NEG	N	Nizozemsko	závislý	84	13.5104977922434
NEG	A	Slovensko	vinný	154	16.3169883642474
POS	A	Francouzka	úspěšný	76	18.8635281941957
NEG	A	Brit	tragický	78	11.6108899182086
POS	A	Čech	příjemný	898	166.65923066591
POS	A	Němec	možný	2617	345.421205202875
NEG	A	Rumun	silný	158	47.1340648293899
NEG	A	Francouz	rasistický	69	11.9359477248856
POS	A	Ukrajina	citlivý	81	16.0089537447457
NEG	N	Rusko	omezený	171	37.8351668110115
POS	A	Brit	základní	177	23.0880978428642
POS	A	Němec	citlivý	379	81.5983294726334
POS	N	Nizozemec	příjemný	55	13.8982883595464
NEG	A	Vietnamec	falešný	163	36.1613417488271
NEG	A	Američan	hrozný	139	22.7037097242779
NEG	N	Čína	závislý	415	66.567816480485
NEG	A	Francouz	válečný	233	33.9890561206284
NEG	A	Polsko	nepřátelský	155	22.9643932401275
POS	A	Rom	chytrý	62	22.2335765683592
POS	N	Čech	šťastný	404	84.524436876821
NEG	A	Bulharsko	špatný	391	67.0296902058607
POS	A	Polka	výborný	61	20.4289875758916
POS	N	Rom	úspěšný	87	13.0718972476325
POS	A	Rakousko	spravedlivý	59	10.5794355465241
POS	A	Vietnamec	rád	238	71.006518341688
NEG	A	Rakušan	drtivý	74	22.1642996244875
NEG	A	Slovák	klíčový	315	56.5852295456835
NEG	A	Brit	zklamaný	36	13.3427969050588
NEG	A	Itálie	napjatý	55	10.428377986467
POS	A	Slovensko	výjimečný	383	68.1379347564659
POS	A	Rus	významný	512	100.473306098805
POS	A	Bělorusko	otevřený	85	13.2995672300761
NEG	A	Rumunsko	klíčový	230	41.7246062758018
POS	A	Francouz	klidný	97	20.8374444568729
POS	A	Američan	lidský	895	109.113505786869
NEG	A	Maďarsko	podezřelý	102	19.627617515125
POS	A	Polsko	sociální	1187	162.166785303552
NEG	A	Američan	špinavý	156	20.1708520801132
NEG	A	Čech	zraněný	1611	646.800973142481
POS	A	Francie	kladný	102	19.0675775981679
POS	A	Maďar	vynikající	82	25.6128245833639
POS	A	Slovensko	spravedlivý	133	22.6115830154203
POS	A	Nizozemec	šťastný	63	20.2637241010813
POS	A	Američan	hodný	113	30.7525518538958
POS	A	Německo	prestižní	1515	242.666984351252
POS/NEG	A	Američan	ohromný	159	28.2876307480063
POS/NEG	A	Slovensko	ohromný	109	17.4703865266073
POS	A	Polsko	aktivní	532	93.7692862424524
NEG	A	Čech	údajný	423	76.6645579037444
POS	A	Němec	liberální	212	34.0773897479487
NEG	A	Češka	těžký	344	64.1328173166924
POS	A	Rakousko	pravý	376	54.8505493597855
POS	A	Nizozemsko	jednoduchý	96	13.5894552444069
POS	A	Maďarsko	základní	1031	144.085308973994
NEG	A	Rusko	rasistický	68	10.520916625221
POS	A	Čech	zázračný	130	34.8051302304765
NEG	A	Brit	původní	179	35.0154032865376
NEG	A	Slovák	zlý	101	20.2860488731402
NEG	A	Nizozemsko	poražený	70	11.1563613351733
NEG	A	Čína	špinavý	77	12.5075996647959
NEG	A	Polsko	ostrý	401	75.9686753109275
POS	A	Číňanka	dobrý	346	70.3094784386279
NEG	A	Rusko	pochybný	129	17.9426388805661
POS	A	Čína	neuvěřitelný	240	37.644838420968
NEG	A	Rusko	slabý	1145	258.109072207872
NEG	A	Němec	tvrdý	1069	199.41267396438
POS	A	Američanka	rád	222	31.7690546643886
NEG	A	Nizozemsko	nemocný	100	12.3545232469573
POS/NEG	A	Slovenka	velký	532	88.7140910668483
POS	A	Rusko	přesný	344	48.2924205919906
POS	A	Maďarsko	nadějný	82	12.2642586174099
NEG	A	Bulhar	tvrdý	50	12.3116741923655
POS	A	Češka	aktivní	57	15.9711405235189
POS	A	Američanka	skvělý	271	59.9037824975119
POS	A	Češka	rád	502	103.152546197839
NEG	A	Francie	ostudný	48	11.4650222567503
POS	A	Rakušan	rád	622	128.102495361309
POS	N	Slovensko	rád	110	15.9443127118469
NEG	A	Francie	korupční	74	13.4149870326927
POS	A	Německo	vhodný	781	107.463385240807
NEG	A	Maďar	ostrý	80	13.0058269417519
NEG	N	Polák	závislý	158	23.6563985986208
POS	A	Čech	rozsáhlý	503	66.2538186900989
